#| ca.umontreal.iro.evolution.genecontent.Posteriors Sun Jul 23 09:47:48 PDT 2023
#| System: Linux 3.10.0-1160.90.1.el7.x86_64 amd64
#| Java: OpenJDK 64-Bit Server VM 25.372-b07 (1.8.0_372-b07) mixed mode, Red Hat, Inc.
#| Current directory: /project/6069942/AGO-pipeline/exp/COUNT
#| Arguments: Anopheles/species_tree_4.newick Anopheles/input_count_X_3.csv Anopheles/X_3_ML.out
#| Max. paralogs 150, min. lineages 1	totals false
Family	Pattern	C0/e0,d0,l0,t0	AnophelesgambiaePEST:1	AnophelesgambiaePEST:m	AnophelesgambiaePEST:gain	AnophelesgambiaePEST:loss	AnophelesgambiaePEST:expansion	AnophelesgambiaePEST:reduction	AnophelesfunestusFUMOZ:1	AnophelesfunestusFUMOZ:m	AnophelesfunestusFUMOZ:gain	AnophelesfunestusFUMOZ:loss	AnophelesfunestusFUMOZ:expansion	AnophelesfunestusFUMOZ:reduction	AnophelesatroparvusEBRO:1	AnophelesatroparvusEBRO:m	AnophelesatroparvusEBRO:gain	AnophelesatroparvusEBRO:loss	AnophelesatroparvusEBRO:expansion	AnophelesatroparvusEBRO:reduction	AnophelesalbimanusSTECLA:1	AnophelesalbimanusSTECLA:m	AnophelesalbimanusSTECLA:gain	AnophelesalbimanusSTECLA:loss	AnophelesalbimanusSTECLA:expansion	AnophelesalbimanusSTECLA:reduction	node0:1	node0:m	node0:gain	node0:loss	node0:expansion	node0:reduction	node1:1	node1:m	node1:gain	node1:loss	node1:expansion	node1:reduction	node2:1	node2:m
OG6100524	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6100528	1110	1.0	1.0	0.0	0.0	0.0	0.0	3.376937623929486E-6	1.0	0.0	0.0	0.0	0.0	3.3769376238843227E-6	1.0	0.0	5.9285180742264035E-12	0.0	0.0	3.2203837998404167E-6	0.0	0.0	0.0	0.9999999804658106	0.0	0.0	0.9999966230623757	3.3769376241998827E-6	5.928513232176778E-12	0.0	2.9543209589239734E-6	2.7977671344285975E-6	0.9999967796102718	3.220383799740212E-6	1.9528260911566708E-8	0.0	1.0028331665022139E-8	5.39958845697002E-8	0.9999967161144581	3.264351352560979E-6
OG6100592	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6100598	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6100626	1110	1.0	1.0	0.0	0.0	0.0	0.0	3.376937623929486E-6	1.0	0.0	0.0	0.0	0.0	3.3769376238843227E-6	1.0	0.0	5.9285180742264035E-12	0.0	0.0	3.2203837998404167E-6	0.0	0.0	0.0	0.9999999804658106	0.0	0.0	0.9999966230623757	3.3769376241998827E-6	5.928513232176778E-12	0.0	2.9543209589239734E-6	2.7977671344285975E-6	0.9999967796102718	3.220383799740212E-6	1.9528260911566708E-8	0.0	1.0028331665022139E-8	5.39958845697002E-8	0.9999967161144581	3.264351352560979E-6
OG6100651	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6100653	1131	1.0	1.0	0.0	0.0	0.0	0.0	1.596911648190646E-4	1.0	0.0	0.0	0.0	0.0	1.596911648191649E-4	0.0	1.0	0.0	0.0	0.998805735834131	0.0	1.0	0.0	1.7220535099638696E-15	0.0	0.0	0.0011925098595240687	0.9998403088351805	1.596911648193977E-4	0.0	0.0	2.9508022224793126E-6	0.0010375238032720557	0.998805735834131	0.0011942641658689856	1.7218792636441986E-15	0.0	1.8621694841139647E-6	1.0786313919868102E-7	0.9988074901404742	0.0011925098595240158
OG6100674	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6100679	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6100731	1110	1.0	1.0	0.0	0.0	0.0	0.0	3.376937623929486E-6	1.0	0.0	0.0	0.0	0.0	3.3769376238843227E-6	1.0	0.0	5.9285180742264035E-12	0.0	0.0	3.2203837998404167E-6	0.0	0.0	0.0	0.9999999804658106	0.0	0.0	0.9999966230623757	3.3769376241998827E-6	5.928513232176778E-12	0.0	2.9543209589239734E-6	2.7977671344285975E-6	0.9999967796102718	3.220383799740212E-6	1.9528260911566708E-8	0.0	1.0028331665022139E-8	5.39958845697002E-8	0.9999967161144581	3.264351352560979E-6
OG6100782	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6100878	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6100894	2221	1.0	0.0	1.0	0.0	0.0	0.0023520981460669133	0.0	0.0	1.0	0.0	0.0	0.0023520981460669133	0.0	0.0	1.0	0.0	0.0	0.03837158235983653	0.0	1.0	0.0	0.0	0.0	0.0	0.9601288327075304	0.0023520981460669133	0.997647901853933	0.0	0.0	0.03602071166672799	1.2274529583700098E-6	0.03837158235983653	0.9616284176401635	0.0	0.0	0.0014995890764612299	4.143828153083876E-9	0.03987116729246954	0.9601288327075304
OG6100896	2222	1.0	0.0	1.0	0.0	0.0	3.534992968321535E-5	0.0	0.0	1.0	0.0	0.0	3.534992968321535E-5	0.0	0.0	1.0	0.0	0.0	5.561690394671952E-4	0.0	0.0	1.0	0.0	0.0	5.7790004651618E-4	0.0	3.534992968321535E-5	0.9999646500703168	0.0	0.0	5.220948258203194E-4	1.2757160363396251E-6	5.561690394671952E-4	0.9994438309605328	0.0	0.0	2.1735320430555358E-5	4.313381570015889E-9	5.7790004651618E-4	0.9994220999534839
OG6100923	1122	1.0	1.0	0.0	0.0	0.0	0.0	0.005424597732041274	1.0	0.0	0.0	0.0	0.0	0.005424597732041221	0.0	1.0	0.0	0.0	0.9586857787048249	0.0	0.0	1.0	0.0	0.0	0.9586792420804078	0.0	0.9945754022679584	0.005424597732041514	0.0	0.0	2.8322746104022657E-6	0.03589245583774402	0.9586857787048249	0.041314221295175146	0.0	0.0	8.984848327446185E-7	7.4351092489934535E-6	0.9586792420804078	0.041320757919591444
OG6100957	1101	1.0	1.0	0.0	0.0	0.0	0.0	3.3762796134981115E-6	1.0	0.0	0.0	0.0	0.0	3.376279613453497E-6	0.0	0.0	0.0	0.9999999999875255	0.0	0.0	1.0	0.0	7.741870747683018E-12	0.0	0.0	3.318347178069439E-6	0.9999966237203861	3.3762796137759565E-6	1.2474428077392615E-11	0.0	2.954320974022394E-6	2.7934109411027883E-6	0.9999967846179447	3.215369580811256E-6	1.7239309552988972E-15	4.734291449020295E-12	5.0141660599420635E-9	1.0799176297366674E-7	0.9999966816450804	3.3183471777054052E-6
OG6100986	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6100998	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6101039	1110	1.0	1.0	0.0	0.0	0.0	0.0	3.376937623929486E-6	1.0	0.0	0.0	0.0	0.0	3.3769376238843227E-6	1.0	0.0	5.9285180742264035E-12	0.0	0.0	3.2203837998404167E-6	0.0	0.0	0.0	0.9999999804658106	0.0	0.0	0.9999966230623757	3.3769376241998827E-6	5.928513232176778E-12	0.0	2.9543209589239734E-6	2.7977671344285975E-6	0.9999967796102718	3.220383799740212E-6	1.9528260911566708E-8	0.0	1.0028331665022139E-8	5.39958845697002E-8	0.9999967161144581	3.264351352560979E-6
OG6101045	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6101047	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6101143	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6101156	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6101169	1121	1.0	1.0	0.0	0.0	0.0	0.0	8.177501202530226E-5	1.0	0.0	0.0	0.0	0.0	8.177501202523982E-5	0.0	1.0	0.0	0.0	0.9993993657371674	0.0	1.0	0.0	1.7231633709476436E-15	0.0	0.0	5.998055411178107E-4	0.9999182249879743	8.177501202555337E-5	0.0	0.0	2.9525560011820933E-6	5.218118068082504E-4	0.9993993657371674	6.006342628326333E-4	1.7229018461288258E-15	0.0	9.366489614478057E-7	1.0792724647207571E-7	0.9994001944588806	5.99805541117604E-4
OG6101193	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6101257	1101	1.0	1.0	0.0	0.0	0.0	0.0	3.3762796134981115E-6	1.0	0.0	0.0	0.0	0.0	3.376279613453497E-6	0.0	0.0	0.0	0.9999999999875255	0.0	0.0	1.0	0.0	7.741870747683018E-12	0.0	0.0	3.318347178069439E-6	0.9999966237203861	3.3762796137759565E-6	1.2474428077392615E-11	0.0	2.954320974022394E-6	2.7934109411027883E-6	0.9999967846179447	3.215369580811256E-6	1.7239309552988972E-15	4.734291449020295E-12	5.0141660599420635E-9	1.0799176297366674E-7	0.9999966816450804	3.3183471777054052E-6
OG6101347	1132	1.0	1.0	0.0	0.0	0.0	0.0	0.010368737357828358	1.0	0.0	0.0	0.0	0.0	0.010368737357828213	0.0	1.0	0.0	0.0	0.9210248850260873	0.0	0.0	1.0	0.0	0.0	0.9210194591387904	0.0	0.9896312626421715	0.010368737357828395	0.0	0.0	2.721011884660953E-6	0.06860909862796899	0.9210248850260873	0.07897511497391274	0.0	0.0	1.7171420399199718E-6	7.143029336032144E-6	0.9210194591387904	0.07898054086120887
OG6101413	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6101414	1121	1.0	1.0	0.0	0.0	0.0	0.0	8.177501202530226E-5	1.0	0.0	0.0	0.0	0.0	8.177501202523982E-5	0.0	1.0	0.0	0.0	0.9993993657371674	0.0	1.0	0.0	1.7231633709476436E-15	0.0	0.0	5.998055411178107E-4	0.9999182249879743	8.177501202555337E-5	0.0	0.0	2.9525560011820933E-6	5.218118068082504E-4	0.9993993657371674	6.006342628326333E-4	1.7229018461288258E-15	0.0	9.366489614478057E-7	1.0792724647207571E-7	0.9994001944588806	5.99805541117604E-4
OG6101423	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6101431	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6101432	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6101456	0111	1.0	0.0	0.0	0.0	0.999999968743738	0.0	0.0	1.0	0.0	3.1256262005714167E-8	0.0	0.0	1.8991157134105798E-6	1.0	0.0	0.0	0.0	0.0	6.008775221002926E-6	1.0	0.0	1.858237149811159E-15	0.0	0.0	6.107396381494484E-6	0.9999980696280244	1.8991157135772596E-6	0.0	3.1256261790094776E-8	1.4771576803293463E-6	5.5868171005952865E-6	0.9999939912247786	6.008775221166829E-6	1.7239261434223917E-15	0.0	9.370300953208115E-9	1.0799146132607871E-7	0.9999938926036166	6.107396381516139E-6
OG6101497	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
OG6101502	1111	1.0	1.0	0.0	0.0	0.0	0.0	3.7982269487071186E-6	1.0	0.0	0.0	0.0	0.0	3.798226948532508E-6	1.0	0.0	0.0	0.0	0.0	6.430722139510647E-6	1.0	0.0	1.7244487771845512E-15	0.0	0.0	6.5286852561902755E-6	0.999996201773051	3.798226948847905E-6	0.0	0.0	2.9543114745701816E-6	5.586806665060305E-6	0.9999935692778606	6.430722139350031E-6	1.7239254165798748E-15	0.0	1.0028299024468638E-8	1.0799141558489127E-7	0.9999934713147424	6.5286852558577024E-6
